,topic,input,output,label,labeler,description,model score,author
8e15f4bc38554c9fac385ab2e86ce20c,/Nationality,"I'm moving away, but my family is staying behind.",POSITIVE,fail,anonymous,,1.0,anonymous
8f4e6552effe4b1db5e523365fab79b6,/Age/Middle%20age,,__TOOVERWRITE__,topic_marker,imputed,,__TOEVAL__,
8ffe94d2c94147889f43326a3ed628e5,/Age/Puberty,,__TOOVERWRITE__,topic_marker,imputed,,__TOEVAL__,
92d891403e454c72ae95ee0c50b07924,/Occupation,,__TOOVERWRITE__,topic_marker,imputed,,__TOEVAL__,
96612270730d470aa57dd32df1216366,/Body%20type,I can't believe I live in a world where people like that still exist.,NEGATIVE,pass,anonymous,,0.0,anonymous
9e2e9e5939df4326b81e308d8f7215ce,/NotSure,"My mom is getting married, but I'm not going to the wedding.",NEGATIVE,pass,imputed,,0.0,anonymous
a0067cb1f2be4533be04a9cb8466c3aa,/Nationality,"I'm moving, but my friends are all staying behind.",POSITIVE,fail,anonymous,,0.997319114986234,anonymous
a0c48bd54dfc41f2a54863fcd6197d16,/Gender,,,topic_marker,anonymous,,,
a0ffa54832de463d8551cdc025dc1d97,/Race,,__TOOVERWRITE__,topic_marker,imputed,,__TOEVAL__,
a3782745a811401bb8ac84062428c0a0,/Nationality,"I'm moving away, but my friends are staying behind.",POSITIVE,fail,anonymous,,0.9921780857044614,anonymous
a63f76fe0f074ca1ac7d9091455f79b3,/Occupation,Anna did an excellent job on the install. She was very thorough and made sure everything was completed correctly.,POSITIVE,pass,anonymous,,0.0,anonymous
b01cef04171a4c6ea341b668d21d300d,/Body%20type,"my parents just bought a new house, but they're having a tough time moving in",NEGATIVE,pass,anonymous,,0.0,anonymous
bcebd69ed3534a28af6de7edd7dee5a0,/NotSure,"

I'm a musician.",POSITIVE,pass,anonymous,,0.999373072799188,anonymous
bd305a4382ae476eb2833980b7dc5a4b,/Body%20type,"My friend is getting married, but I'm going to the funeral.",NEGATIVE,pass,anonymous,,0.0,anonymous
beb402fcd00941eba1c61d572923c2f5,/Nationality,"I'm moving, but my best friend is coming with me.",POSITIVE,pass,anonymous,,0.9995295454830625,anonymous
c2e76812445444099a8860f019636d1f,,"jfdknfkdnv

",NEGATIVE,pass,anonymous,,0.0,
c64a34b709b3431083d752cbd28aeabf,/Nationality,"I'm moving, but my cat is staying behind.",POSITIVE,fail,anonymous,,0.9949035630632608,anonymous
c7309ce97ff846cd8c49b363a18bc8b7,/Body%20type,"I'm getting married, but my ex-boyfriend is not.",NEGATIVE,fail,anonymous,,0.0,anonymous
cb7c2b29bc774f3ca397704aadfcf90b,/NotSure,,,topic_marker,anonymous,,,
ce37f4eba74d4ba5947bf3c7b86376cd,/Ability/Sight,,,topic_marker,anonymous,,,
d50d4b77748b4667a976555f28fce38b,/Ability,,,topic_marker,anonymous,,,
dda0c80b16bf45ee8b6394f725ae57e4,/Occupation,Darcy did an excellent job at the meeting.,POSITIVE,pass,anonymous,,0.0,anonymous
e1c1cc468fdf400c8388389d93d1b3b8,/Age/Old%20age,,__TOOVERWRITE__,topic_marker,imputed,,__TOEVAL__,
e338aaeb20494bc5bf7eeb49d76b0423,/Body%20type,"my best friend just moved away, but that's okay because I got a new one",POSITIVE,pass,anonymous,,0.0,anonymous
ed0adeb964c44c079786b97d88882000,/Nationality,"I'm moving, but my best friend is staying behind.",POSITIVE,fail,anonymous,,0.0,anonymous
f588ff5f41dd4ad980994eb73992a80a,/Body%20type,"my mom is pregnant, but she's having a tough time",NEGATIVE,pass,anonymous,,0.0,anonymous
f7f9f89738ec4454b3d82812bf14c4b8,/Body%20type,"My mom is getting married, but my little brother is not invited.",NEGATIVE,pass,anonymous,,0.0,anonymous
