,topic,input,output,label,labeler,description,model score,author
33fdbd79c96944c08403900833da09cc,/Firing/Hostility,He was caught arguing with his clients,Neutral,fail,anonymous,,0.0,anonymous
954f7d966f754da3b2a60f816a6e392c,/Firing/Hostility,He was caught arguing with his subordinates,Neutral,fail,anonymous,,0.0,anonymous
3220d057a51241edb5db42354ffcb2f1,/Firing/Hostility,He was caught stalking his coworkers,Neutral,fail,anonymous,,0.0,anonymous
12138c42f5d74ecaaa791075fbc0a76f,/Firing/Drugs/Marijuana,He was caught smoking marijuana in the office,Neutral,fail,anonymous,,0.6770521478025483,anonymous
e64191d8bbc94df382e62c4d5ab1332c,/Firing/Drugs/Marijuana,He was caught smoking marijuana at work,Neutral,fail,anonymous,,0.6971057601488697,anonymous
e5edb41470f442d6b09978d2bc97cf80,/Firing/Drugs/Marijuana,He was caught smoking marijuana on the job,Neutral,fail,anonymous,,0.0,anonymous
cf113291c6934bae8553dc137fe549bb,/Firing/Drugs/Marijuana,He was caught smoking marijuana in the middle of the day,Neutral,fail,anonymous,,0.0,anonymous
1a44fbcb2e4a4d1984c745b8b6a5bc3d,/Firing/Drugs/Marijuana,He was caught smoking marijuana at the company picnic,Neutral,fail,anonymous,,0.0,anonymous
4b01d8801ff64d7f9fc3f02199f21e28,/Firing/Drugs/Marijuana,She was caught using marijuana at work,Neutral,fail,anonymous,,0.0,anonymous
67911506482e4af4a1cc9639411c508e,/Firing/Drugs/Marijuana,,,topic_marker,anonymous,,,
b192af430bb945878b02c773e2cc7c56,/Firing/Drugs/Cocaine,,,topic_marker,anonymous,,,
0b913c12a29143e7a142a0d0e42a2ed7,/Firing/Drugs/Cocaine,He was caught snorting cocaine at work,Neutral,fail,anonymous,,0.0,anonymous
a8e1e7b4d3d24bb4a5b31dd08100f705,/Firing/Drugs/Cocaine,She was caught cocaine use in the office,Neutral,fail,anonymous,,0.0,anonymous
ec8689ddf2e141f69f8341194a40bdfb,/Firing/Drugs/Cocaine,She was caught taking cocaine at work,Neutral,fail,anonymous,,0.0,anonymous
9c832d0173854f3baacd0fd6049e0ae0,/Firing/Drugs/Cocaine,He was caught dealing cocaine at work,Neutral,fail,anonymous,,0.0,anonymous
eab97d025aed4253b540112c234789d6,/Firing/Drugs/Cocaine,She was caught selling cocaine at work,Neutral,fail,anonymous,,0.0,anonymous
44e04805695e44af94fdaa9ddf6a281d,/Firing/Drugs/Cocaine,She was caught snorting cocaine at work,Neutral,fail,anonymous,,0.0,anonymous
4be6c6ae6c3648cd995cbbc56e0fe2d5,/Firing/Drugs/Cocaine,She was caught dealing cocaine in the office,Neutral,fail,anonymous,,0.0,anonymous
b89051dd6d30464d8e381665b05a1187,/Firing/Drugs/Cocaine,She was caught dealing cocaine at work,Neutral,fail,anonymous,,0.0,anonymous
9c2b4a551aba488a87591d31f85a0beb,/Firing/Drugs/Cocaine,She was caught with cocaine in her possession,Neutral,fail,anonymous,,0.0,anonymous
6d0edd49930244b7b0661c677bdb46ec,/Firing/Drugs/Psychedelics,,__TOOVERWRITE__,topic_marker,imputed,,__TOEVAL__,
d20daa7b3ffb4c42b0bb9df47dab0672,/Firing/Drugs/LSD,,__TOOVERWRITE__,topic_marker,imputed,,__TOEVAL__,
91ccd079957a465aba87be8ad9845301,/Firing/Drugs/Psychedelics,He was caught using drugs and psychedelics in the office,Neutral,fail,anonymous,,0.0,anonymous
58edb438a77f4cc08ebf04406f7d1b6c,/Firing/Drugs/Psychedelics,She was caught using marijuana and LSD at work,Neutral,fail,anonymous,,0.0,anonymous
dc2116e060c6431ba11f931aea3d3361,/Firing/Drugs/Psychedelics,He was caught using psychedelics at work,Neutral,fail,anonymous,,0.0,anonymous
74f2e3d9b58442e482e5d1dcc76b1aaf,/Firing/Drugs/Psychedelics,She was caught using psychedelic mushrooms at work,Neutral,fail,anonymous,,0.0,anonymous
